1. The beginning of The Gospel of Jesus Christ, [The Son of God SG->5];	αρχη του ευαγγελιου ιησου χριστου υιου του θεου.	arche tou euaggeliou iesou christou uiou tou theou.	Mar|1|1|
32. Let Christ The King of Israel descend now from The [Cross CR.A->20], that we may see and believe. And they that were crucified with Him reviled Him.	ο χριστος ο βασιλευς του ισραηλ καταβατω νυν απο του σταυρου ινα ιδωμεν και πιστευσωμεν. και οι συνεσταυρωμενοι αυτω ωνειδιζον αυτον.	o christos o basileus tou israel katabato nun apo tou staurou ina idomen kai pisteusomen. kai oi sunestauromenoi auto oneidizon auton.	Mar|15|32|

33. And when the sixth hour was come, there was darkness over the whole land until the ninth hour.	γενομενης δε ωρας εκτης σκοτος εγενετο εφ ολην την γην εως ωρας ενατης.	genomenes de oras ektes skotos egeneto eph olen ten gen eos oras enates.	Mar|15|33|

34. And at the ninth hour Jesus cried with a loud voice, saying, Eloi, Eloi, lama sabachthani? which is, being interpreted, My God, my God, why hast thou forsaken Me?	και τη ωρα τη ενατη εβοησεν ο ιησους φωνη μεγαλη λεγων ελωι ελωι λαμα σαβαχθανι ο εστι μεθερμηνευομενον ο θεος μου ο θεος μου εις τι με εγκατελιπες	kai te ora te enate eboesen o iesous phone megale legon eloi eloi lama sabachthani o esti methermeneuomenon o theos mou o theos mou eis ti me egkatelipes	Mar|15|34|

35. And some of them that stood by, when they heard it, said, Behold, He calleth Elijah.	και τινες των παρεστηκοτων ακουσαντες ελεγον ιδε ηλιαν φωνει.	kai tines ton parestekoton akousantes elegon ide elian phonei.	Mar|15|35|

36. And one ran and filled a spunge full of vinegar, and put it on a reed, and gave Him to drink, saying, Let alone; let us see whether Elijah will come to take Him down.	δραμων δε εις και γεμισας σπογγον οξους περιθεις τε καλαμω εποτιζεν αυτον λεγων αφετε ιδωμεν ει ερχεται ηλιας καθελειν αυτον.	dramon de eis kai gemisas spoggon oxous peritheis te kalamo epotizen auton legon aphete idomen ei erchetai elias kathelein auton.	Mar|15|36|

37. And Jesus cried with a loud voice, and gave up the spirit.	ο δε ιησους αφεις φωνην μεγαλην εξεπνευσε.	o de iesous apheis phonen megalen exepneuse.	Mar|15|37|

38. And the veil of The Temple was rent in twain from the top to the bottom.	και το καταπετασμα του ναου εσχισθη εις δυο απο ανωθεν εως κατω.	kai to katapetasma tou naou eschisthe eis duo apo anothen eos kato.	Mar|15|38|

39. And when the centurion, which stood over against Him, saw that He so cried out, and gave up the spirit, he said, Truly this Man was [The Son of God SG->7].	ιδων δε ο κεντυριων ο παρεστηκως εξ εναντιας αυτου οτι ουτω κραξας εξεπνευσεν ειπεν αληθως ο ανθρωπος ουτος υιος ην θεου.	idon de o kenturion o parestekos ex enantias autou oti outo kraxas exepneusen eipen alethos o anthropos outos uios en theou.	Mar|15|39|

40. There were also women looking on afar off: among whom was Mary Magdalene, and [Mary MR.A->12] the mother of James the less and of Joses, and Salome;	῏ησαν δε και γυναικες απο μακροθεν θεωρουσαι εν αις ην και μαρια η μαγδαληνη και μαρια η του ιακωβου του μικρου και ιωση μητηρ και σαλωμη	῏esan de kai gunaikes apo makrothen theorousai en ais en kai maria e magdalene kai maria e tou iakobou tou mikrou kai iose meter kai salome	Mar|15|40|

41. Who also, when He was in Galilee, followed Him, and ministered unto Him; and many other women which came up with Him unto Jerusalem.	αι και οτε ην εν τη γαλιλαια ηκολουθουν αυτω και διηκονουν αυτω και αλλαι πολλαι αι συναναβασαι αυτω εις ιεροσολυμα.	ai kai ote en en te galilaia ekolouthoun auto kai diekonoun auto kai allai pollai ai sunanabasai auto eis ierosoluma.	Mar|15|41|

42. And now when the even was come, because it was the preparation, that is, the day before the sabbath,	και ηδη οψιας γενομενης επει ην παρασκευη ο εστι προσαββατον	kai ede opsias genomenes epei en paraskeue o esti prosabbaton	Mar|15|42|

43. Joseph of Arimathaea, an honourable counsellor, which also waited for The Kingdom of God, came, and went in boldly unto Pilate, and craved The Body of Jesus.	ελθων ιωσηφ ο απο αριμαθαιας ευσχημων βουλευτης ος και αυτος ην προσδεχομενος την βασιλειαν του θεου τολμησας εισηλθε προς πιλατον και ητησατο το σωμα του ιησου.	elthon ioseph o apo arimathaias euschemon bouleutes os kai autos en prosdechomenos ten basileian tou theou tolmesas eiselthe pros pilaton kai etesato to soma tou iesou.	Mar|15|43|

44. And Pilate marvelled if He were already dead: and calling unto Him the centurion, he asked him whether He had been any while dead.	ο δε πιλατος εθαυμασεν ει ηδη τεθνηκε και προσκαλεσαμενος τον κεντυριωνα επηρωτησεν αυτον ει παλαι απεθανε	o de pilatos ethaumasen ei ede tethneke kai proskalesamenos ton kenturiona eperotesen auton ei palai apethane	Mar|15|44|

45. And when he knew it of the centurion, he gave The Body to Joseph.	και γνους απο του κεντυριωνος εδωρησατο το σωμα τω ιωσηφ.	kai gnous apo tou kenturionos edoresato to soma to ioseph.	Mar|15|45|

46. And he bought fine linen, and took Him down, and wrapped Him in the linen, and laid Him in a Sepulchre which was hewn out of a rock, and rolled a stone unto the door of The Sepulchre.	και αγορασας σινδονα και καθελων αυτον ενειλησε τη σινδονι και κατεθηκεν αυτον εν μνημειω ο ην λελατομημενον εκ πετρας και προσεκυλισε λιθον επι την θυραν του μνημειου.	kai agorasas sindona kai kathelon auton eneilese te sindoni kai katetheken auton en mnemeio o en lelatomemenon ek petras kai prosekulise lithon epi ten thuran tou mnemeiou.	Mar|15|46|

47. And Mary Magdalene and [Mary MR.A->13] the mother of Joses beheld where He was laid.	η δε μαρια η μαγδαληνη και μαρια η ιωση εθεωρουν που τεθειται.	e de maria e magdalene kai maria e iose etheoroun pou tetheitai.	Mar|15|47|

1. And when the sabbath was past, Mary Magdalene, and [Mary MR.A->14] the mother of James, and Salome, had bought sweet spices, that they might come and anoint Him.	και διαγενομενου του σαββατου μαρια η μαγδαληνη και μαρια η του ιακωβου και σαλωμη ηγορασαν αρωματα ινα ελθουσαι αλειψωσιν αυτον.	kai diagenomenou tou sabbatou maria e magdalene kai maria e tou iakobou kai salome egorasan aromata ina elthousai aleipsosin auton.	Mar|16|1|

2. And very early in the morning The First of the week, they came unto The Sepulchre at the rising of the sun.	και λιαν πρωι της μιας σαββατων ερχονται επι το μνημειον ανατειλαντος του ηλιου.	kai lian proi tes mias sabbaton erchontai epi to mnemeion anateilantos tou eliou.	Mar|16|2|

3. And they said among themselves, Who shall roll us away the stone from the door of The Sepulchre?	και ελεγον προς εαυτας τις αποκυλισει ημιν τον λιθον εκ της θυρας του μνημειου	kai elegon pros eautas tis apokulisei emin ton lithon ek tes thuras tou mnemeiou	Mar|16|3|

4. And when they looked, they saw that the stone was rolled away: for it was very great.	και αναβλεψασαι θεωρουσιν οτι αποκεκυλισται ο λιθος ην γαρ μεγας σφοδρα.	kai anablepsasai theorousin oti apokekulistai o lithos en gar megas sphodra.	Mar|16|4|

5. And entering into The Sepulchre, they saw a young man sitting on the right side, clothed in a long white garment; and they were affrighted.	και εισελθουσαι εις το μνημειον ειδον νεανισκον καθημενον εν τοις δεξιοις περιβεβλημενον στολην λευκην και εξεθαμβηθησαν.	kai eiselthousai eis to mnemeion eidon neaniskon kathemenon en tois dexiois peribeblemenon stolen leuken kai exethambethesan.	Mar|16|5|

6. And he saith unto them, Be not affrighted: Ye seek Jesus of Nazareth, which was [crucified CR.A->21 CR.B->15]: He Is Risen; He is not here: behold the place where they laid Him.	ο δε λεγει αυταις μη εκθαμβεισθε ιησουν ζητειτε τον ναζαρηνον τον εσταυρωμενον ηγερθη ουκ εστιν ωδε ιδε ο τοπος οπου εθηκαν αυτον.	o de legei autais me ekthambeisthe iesoun zeteite ton nazarenon ton estauromenon egerthe ouk estin ode ide o topos opou ethekan auton.	Mar|16|6|

7. But go your way, tell His disciples and Peter that He goeth before you into Galilee: there shall ye see Him, as He said unto you.	αλλ υπαγετε ειπατε τοις μαθηταις αυτου και τω πετρω οτι προαγει υμας εις την γαλιλαιαν εκει αυτον οψεσθε καθως ειπεν υμιν.	all upagete eipate tois mathetais autou kai to petro oti proagei umas eis ten galilaian ekei auton opsesthe kathos eipen umin.	Mar|16|7|

8. And they went out quickly, and fled from The Sepulchre; for they trembled and were amazed: neither said they any thing to any man; for they were afraid.	και εξελθουσαι εφυγον απο του μνημειου ειχε δε αυτας τρομος και εκστασις και ουδενι ουδεν ειπον εφοβουντο γαρ.	kai exelthousai ephugon apo tou mnemeiou eiche de autas tromos kai ekstasis kai oudeni ouden eipon ephobounto gar.	Mar|16|8|
